Date,market_dominance
2016-10-25,80.63
2016-10-26,81.33
2016-10-27,81.7
2016-10-28,81.76
2016-10-29,83.59
2016-10-30,82.57
2016-10-31,82.81
2016-11-01,83.55
2016-11-02,83.6
2016-11-03,82.78
2016-11-04,82.73
2016-11-05,82.45
2016-11-06,82.78
2016-11-07,82.75
2016-11-08,82.77
2016-11-09,83.25
2016-11-10,83.38
2016-11-11,83.44
2016-11-12,83.57
2016-11-13,83.25
2016-11-14,82.94
2016-11-15,82.89
2016-11-16,83.81
2016-11-17,83.93
2016-11-18,84.4
2016-11-19,84.42
2016-11-20,84.3
2016-11-21,84.38
2016-11-22,84.38
2016-11-23,84.41
2016-11-24,84.72
2016-11-25,84.64
2016-11-26,84.6
2016-11-27,84.61
2016-11-28,84.87
2016-11-29,85.27
2016-11-30,85.1
2016-12-01,85.41
2016-12-02,86.23
2016-12-03,85.94
2016-12-04,86.3
2016-12-05,86.94
2016-12-06,86.28
2016-12-07,85.86
2016-12-08,85.77
2016-12-09,85.62
2016-12-10,85.99
2016-12-11,85.75
2016-12-12,85.66
2016-12-13,85.63
2016-12-14,85.64
2016-12-15,85.78
2016-12-16,85.67
2016-12-17,85.96
2016-12-18,85.75
2016-12-19,85.76
2016-12-20,85.92
2016-12-21,86.13
2016-12-22,86.71
2016-12-23,87.42
2016-12-24,87.02
2016-12-25,87.07
2016-12-26,87.1
2016-12-27,87.64
2016-12-28,87.57
2016-12-29,86.91
2016-12-30,86.6
2016-12-31,86.74
2017-01-01,87.15
2017-01-02,87.02
2017-01-03,86.56
2017-01-04,86.41
2017-01-05,85.79
2017-01-06,85.02
2017-01-07,85.29
2017-01-08,85.11
2017-01-09,85.0
2017-01-10,84.71
2017-01-11,84.18
2017-01-12,84.14
2017-01-13,84.52
2017-01-14,84.26
2017-01-15,84.28
2017-01-16,84.37
2017-01-17,84.93
2017-01-18,84.64
2017-01-19,84.82
2017-01-20,84.64
2017-01-21,84.73
2017-01-22,84.88
2017-01-23,84.79
2017-01-24,84.66
2017-01-25,84.76
2017-01-26,84.78
2017-01-27,84.86
2017-01-28,84.76
2017-01-29,84.65
2017-01-30,84.57
2017-01-31,85.06
2017-02-01,85.1
2017-02-02,85.26
2017-02-03,85.28
2017-02-04,85.23
2017-02-05,85.15
2017-02-06,85.04
2017-02-07,85.14
2017-02-08,85.33
2017-02-09,85.14
2017-02-10,85.07
2017-02-11,85.15
2017-02-12,85.09
2017-02-13,85.16
2017-02-14,84.46
2017-02-15,84.34
2017-02-16,84.75
2017-02-17,85.09
2017-02-18,85.14
2017-02-19,85.06
2017-02-20,85.44
2017-02-21,85.97
2017-02-22,85.96
2017-02-23,86.23
2017-02-24,86.28
2017-02-25,85.85
2017-02-26,85.69
2017-02-27,85.54
2017-02-28,85.31
2017-03-01,84.78
2017-03-02,84.38
2017-03-03,84.24
2017-03-04,84.45
2017-03-05,84.21
2017-03-06,83.97
2017-03-07,83.8
2017-03-08,84.05
2017-03-09,83.85
2017-03-10,82.44
2017-03-11,81.69
2017-03-12,81.42
2017-03-13,79.56
2017-03-14,79.24
2017-03-15,77.27
2017-03-16,75.19
2017-03-17,71.86
2017-03-18,72.91
2017-03-19,70.1
2017-03-20,71.0
2017-03-21,72.0
2017-03-22,70.77
2017-03-23,69.78
2017-03-24,65.83
2017-03-25,66.73
2017-03-26,66.58
2017-03-27,68.82
2017-03-28,68.03
2017-03-29,67.14
2017-03-30,65.99
2017-03-31,66.79
2017-04-01,66.59
2017-04-03,68.4
2017-04-04,68.3
2017-04-05,66.77
2017-04-06,69.13
2017-04-07,68.84
2017-04-08,67.98
2017-04-09,68.3
2017-04-10,67.88
2017-04-11,69.28
2017-04-12,67.81
2017-04-13,66.32
2017-04-14,67.0
2017-04-15,66.11
2017-04-16,66.37
2017-04-17,66.62
2017-04-18,66.05
2017-04-19,66.88
2017-04-20,67.01
2017-04-21,66.8
2017-04-22,66.48
2017-04-23,66.01
2017-04-24,65.57
2017-04-25,65.62
2017-04-26,64.71
2017-04-27,63.32
2017-04-28,60.81
2017-04-29,59.76
2017-04-30,58.54
2017-05-01,60.03
2017-05-02,60.37
2017-05-03,59.47
2017-05-04,56.24
2017-05-05,55.58
2017-05-06,54.59
2017-05-07,53.2
2017-05-08,51.79
2017-05-09,54.86
2017-05-10,54.16
2017-05-11,55.19
2017-05-12,52.76
2017-05-13,52.95
2017-05-14,52.62
2017-05-15,50.42
2017-05-16,48.51
2017-05-17,47.17
2017-05-18,47.77
2017-05-19,47.11
2017-05-20,47.27
2017-05-21,45.34
2017-05-22,46.23
2017-05-23,45.76
2017-05-24,46.09
2017-05-25,48.5
2017-05-26,48.56
2017-05-27,48.5
2017-05-28,48.28
2017-05-29,47.26
2017-05-30,44.73
2017-05-31,45.25
2017-06-01,44.29
2017-06-02,44.99
2017-06-03,45.54
2017-06-04,44.02
2017-06-05,44.95
2017-06-06,45.58
2017-06-07,44.87
2017-06-08,44.99
2017-06-09,43.42
2017-06-10,42.73
2017-06-11,42.46
2017-06-12,39.46
2017-06-13,39.37
2017-06-14,38.62
2017-06-15,38.67
2017-06-16,38.54
2017-06-17,38.56
2017-06-18,37.99
2017-06-19,37.56
2017-06-20,38.74
2017-06-21,39.92
2017-06-22,39.85
2017-06-23,39.21
2017-06-24,39.48
2017-06-25,40.61
2017-06-26,41.8
2017-06-27,41.22
2017-06-28,39.73
2017-06-29,40.61
2017-06-30,39.14
2017-07-01,40.17
2017-07-02,39.65
2017-07-03,40.13
2017-07-04,40.55
2017-07-05,40.79
2017-07-06,40.74
2017-07-07,42.03
2017-07-08,43.44
2017-07-09,42.97
2017-07-10,45.8
2017-07-11,46.66
2017-07-12,44.21
2017-07-13,45.47
2017-07-14,45.37
2017-07-15,46.04
2017-07-16,46.6
2017-07-17,44.71
2017-07-18,43.67
2017-07-19,46.51
2017-07-20,47.89
2017-07-21,46.46
2017-07-22,46.03
2017-07-23,46.6
2017-07-24,47.0
2017-07-25,46.8
2017-07-26,47.52
2017-07-27,48.51
2017-07-28,50.99
2017-07-29,48.32
2017-07-30,49.45
2017-07-31,50.68
2017-08-01,47.73
2017-08-02,41.8
2017-08-03,44.47
2017-08-04,46.12
2017-08-05,46.66
2017-08-06,45.75
2017-08-07,45.48
2017-08-08,44.64
2017-08-09,44.5
2017-08-10,44.66
2017-08-11,44.91
2017-08-12,46.05
2017-08-13,48.41
2017-08-14,49.25
2017-08-15,49.43
2017-08-16,49.33
2017-08-17,49.43
2017-08-19,47.23
2017-08-20,46.24
2017-08-21,37.48
2017-08-22,43.94
2017-08-23,44.34
2017-08-24,45.32
2017-08-25,45.45
2017-08-26,44.59
2017-08-27,44.09
2017-08-28,44.55
2017-08-29,45.07
2017-08-30,44.99
2017-08-31,45.06
2017-09-01,45.09
2017-09-02,46.41
2017-09-03,46.26
2017-09-04,48.31
2017-09-05,47.48
2017-09-06,46.7
2017-09-07,46.69
2017-09-08,47.08
2017-09-09,47.21
2017-09-10,47.32
2017-09-11,47.17
2017-09-12,47.27
2017-09-13,47.11
2017-09-14,48.4
2017-09-15,48.51
2017-09-16,48.49
2017-09-17,47.94
2017-09-18,47.59
2017-09-19,46.92
2017-09-20,47.08
2017-09-21,47.82
2017-09-22,48.07
2017-09-23,46.97
2017-09-24,45.53
2017-09-25,45.94
2017-09-26,46.45
2017-09-27,47.14
2017-09-28,48.36
2017-09-29,48.86
2017-09-30,49.14
2017-10-01,49.43
2017-10-02,50.02
2017-10-03,50.08
2017-10-04,49.9
2017-10-05,49.9
2017-10-06,49.68
2017-10-07,49.86
2017-10-08,50.95
2017-10-09,53.23
2017-10-10,52.67
2017-10-11,52.47
2017-10-12,55.32
2017-10-13,55.02
2017-10-14,55.41
2017-10-15,55.35
2017-10-16,55.57
2017-10-17,55.82
2017-10-18,55.51
2017-10-19,56.57
2017-10-20,58.1
2017-10-21,58.73
2017-10-22,58.77
2017-10-23,59.13
2017-10-24,56.33
2017-10-25,57.04
2017-10-26,58.03
2017-10-27,57.37
2017-10-28,57.0
2017-10-29,57.85
2017-10-30,57.44
2017-10-31,58.82
2017-11-01,60.45
2017-11-02,61.42
2017-11-03,61.04
2017-11-04,61.99
2017-11-05,62.02
2017-11-06,60.66
2017-11-07,60.78
2017-11-08,60.2
2017-11-09,57.96
2017-11-10,55.95
2017-11-11,52.39
2017-11-12,50.0
2017-11-13,52.62
2017-11-14,52.72
2017-11-15,55.13
2017-11-16,58.1
2017-11-17,55.41
2017-11-18,55.64
2017-11-19,56.37
2017-11-20,56.02
2017-11-21,55.99
2017-11-22,54.96
2017-11-23,52.72
2017-11-24,51.66
2017-11-25,50.56
2017-11-26,51.78
2017-11-27,53.26
2017-11-28,53.4
2017-11-29,56.01
2017-11-30,55.54
2017-12-01,55.77
2017-12-02,55.89
2017-12-03,55.66
2017-12-04,55.19
2017-12-05,55.5
2017-12-06,59.29
2017-12-07,66.04
2017-12-08,61.79
2017-12-09,58.0
2017-12-10,60.39
2017-12-11,59.82
2017-12-12,57.06
2017-12-13,53.69
2017-12-14,51.47
2017-12-15,53.45
2017-12-16,54.47
2017-12-17,53.15
2017-12-18,50.12
2017-12-19,47.83
2017-12-20,45.39
2017-12-21,43.98
2017-12-22,44.93
2017-12-25,42.86
2017-12-26,44.86
2017-12-27,44.55
2017-12-28,42.86
2017-12-29,39.99
2017-12-30,38.68
2017-12-31,38.9
2018-01-01,37.38
2018-01-02,37.29
2018-01-03,34.44
2018-01-04,34.28
2018-01-05,37.89
2018-01-06,36.29
2018-01-07,33.54
2018-01-08,33.96
2018-01-09,33.3
2018-01-10,33.69
2018-01-11,33.76
2018-01-12,32.39
2018-01-13,32.05
2018-01-14,32.3
2018-01-15,33.71
2018-01-17,34.95
2018-01-18,34.01
2018-01-19,34.19
2018-01-20,34.54
2018-01-21,34.8
2018-01-22,34.79
2018-01-23,34.7
2018-01-24,34.37
2018-01-25,34.28
2018-01-26,34.43
2018-01-27,34.46
2018-01-28,33.22
2018-01-30,33.41
2018-01-31,33.82
2018-02-01,33.43
2018-02-02,33.96
2018-02-03,35.03
2018-02-04,34.13
2018-02-05,35.18
2018-02-06,35.8
2018-02-07,35.11
2018-02-08,35.86
2018-02-09,35.45
2018-02-10,34.67
2018-02-11,34.43
2018-02-12,34.44
2018-02-13,34.83
2018-02-14,34.79
2018-02-15,34.68
2018-02-16,35.81
2018-02-17,35.59
2018-02-18,36.41
2018-02-19,37.01
2018-02-20,37.67
2018-02-21,39.4
2018-02-22,38.97
2018-02-23,39.21
2018-02-24,38.58
2018-02-25,38.51
2018-02-26,38.01
2018-02-27,38.92
2018-02-28,39.54
2018-03-01,39.86
2018-03-02,40.31
2018-03-03,40.98
2018-03-04,41.79
2018-03-05,41.28
2018-03-06,42.04
2018-03-07,41.61
2018-03-08,38.38
2018-03-09,41.99
2018-03-10,41.39
2018-03-11,41.36
2018-03-12,41.73
2018-03-13,41.74
2018-03-14,41.9
2018-03-15,42.26
2018-03-16,42.47
2018-03-17,42.82
2018-03-18,43.47
2018-03-19,44.24
2018-03-20,43.68
2018-03-21,43.66
2018-03-22,43.61
2018-03-23,43.39
2018-03-24,43.6
2018-03-25,43.53
2018-03-26,42.92
2018-03-27,43.47
2018-03-28,43.82
2018-03-29,44.08
2018-03-30,44.73
2018-03-31,43.82
2018-04-01,44.04
2018-04-02,45.27
2018-04-03,45.24
2018-04-04,44.47
2018-04-05,44.87
2018-04-06,44.49
2018-04-07,44.82
2018-04-08,44.91
2018-04-09,44.72
2018-04-10,44.09
2018-04-11,43.66
2018-04-12,42.42
2018-04-13,42.44
2018-04-14,42.37
2018-04-15,42.5
2018-04-16,41.93
2018-04-17,41.64
2018-04-18,41.4
2018-04-19,40.29
2018-04-20,38.96
2018-04-21,37.91
2018-04-22,38.94
2018-04-23,38.32
2018-04-24,37.54
2018-04-25,37.67
2018-04-26,38.58
2018-04-27,37.65
2018-04-28,37.58
2018-04-29,36.94
2018-04-30,36.37
2018-05-01,37.11
2018-05-02,36.44
2018-05-03,36.0
2018-05-04,34.83
2018-05-05,35.81
2018-05-06,35.32
2018-05-07,35.51
2018-05-08,35.9
2018-05-09,34.85
2018-05-10,35.95
2018-05-11,36.49
2018-05-12,37.16
2018-05-13,36.83
2018-05-14,36.15
2018-05-15,36.23
2018-05-16,36.62
2018-05-17,36.51
2018-05-18,35.53
2018-05-19,36.83
2018-05-20,36.93
2018-05-21,36.7
2018-05-22,37.22
2018-05-23,38.7
2018-05-24,37.53
2018-05-25,37.43
2018-05-26,37.5
2018-05-27,37.4
2018-05-28,38.83
2018-05-29,38.84
2018-05-30,38.01
2018-05-31,38.01
2018-06-01,38.02
2018-06-02,37.79
2018-06-03,36.89
2018-06-04,37.26
2018-06-05,36.73
2018-06-06,37.43
2018-06-07,37.37
2018-06-08,37.75
2018-06-09,37.56
2018-06-10,38.8
2018-06-11,38.57
2018-06-12,39.19
2018-06-13,39.41
2018-06-14,39.28
2018-06-15,39.11
2018-06-16,39.16
2018-06-17,39.25
2018-06-18,39.3
2018-06-19,38.92
2018-06-20,39.17
2018-06-21,39.1
2018-06-22,39.53
2018-06-23,39.96
2018-06-24,40.91
2018-06-25,40.74
2018-06-26,40.87
2018-06-27,41.61
2018-06-28,41.14
2018-06-29,41.27
2018-07-02,40.83
2018-07-03,40.6
2018-07-04,40.37
2018-07-05,40.15
2018-07-06,40.91
2018-07-07,40.99
2018-07-08,40.72
2018-07-09,41.0
2018-07-10,41.9
2018-07-11,42.06
2018-07-12,41.93
2018-07-13,41.64
2018-07-14,41.54
2018-07-15,41.03
2018-07-16,41.18
2018-07-17,41.01
2018-07-18,41.61
2018-07-19,42.36
2018-07-20,43.2
2018-07-21,43.47
2018-07-22,43.82
2018-07-23,44.56
2018-07-24,45.73
2018-07-25,46.16
2018-07-26,45.73
2018-07-27,45.69
2018-07-28,46.02
2018-07-29,45.97
2018-07-30,46.16
2018-07-31,47.07
2018-08-01,46.84
2018-08-02,47.46
2018-08-03,47.44
2018-08-04,46.78
2018-08-05,46.24
2018-08-06,46.1
2018-08-07,46.21
2018-08-08,47.66
2018-08-09,47.69
2018-08-10,47.94
2018-08-11,49.38
2018-08-12,49.28
2018-08-13,49.66
2018-08-14,52.07
2018-08-15,52.34
2018-08-16,52.02
2018-08-17,51.2
2018-08-18,50.88
2018-08-19,51.05
2018-08-20,50.85
2018-08-21,51.63
2018-08-22,51.64
2018-08-23,52.13
2018-08-24,52.12
2018-08-25,52.46
2018-08-26,52.67
2018-08-27,52.26
2018-08-28,51.85
2018-08-29,51.7
2018-08-30,52.18
2018-08-31,52.07
2018-09-01,51.72
2018-09-02,50.99
2018-09-03,51.93
2018-09-04,51.98
2018-09-05,53.16
2018-09-06,53.61
2018-09-07,53.09
2018-09-08,53.85
2018-09-09,54.63
2018-09-10,54.85
2018-09-11,55.42
2018-09-12,56.16
2018-09-13,55.83
2018-09-14,54.98
2018-09-15,54.61
2018-09-16,54.61
2018-09-17,54.35
2018-09-18,54.45
2018-09-19,54.08
2018-09-20,54.48
2018-09-21,51.97
2018-09-22,51.5
2018-09-23,50.41
2018-09-24,50.78
2018-09-25,52.22
2018-09-26,51.41
2018-09-27,51.41
2018-09-28,51.07
2018-09-29,50.47
2018-09-30,50.74
2018-10-01,50.51
2018-10-02,50.6
2018-10-03,51.11
2018-10-04,51.08
2018-10-05,51.31
2018-10-06,51.08
2018-10-07,51.56
2018-10-08,51.37
2018-10-09,51.16
2018-10-10,51.44
2018-10-11,53.08
2018-10-12,52.97
2018-10-13,52.89
2018-10-14,53.17
2018-10-15,53.39
2018-10-16,52.99
2018-10-17,52.67
2018-10-18,52.55
2018-10-19,52.63
2018-10-20,52.52
2018-10-21,52.38
2018-10-22,52.64
2018-10-23,52.52
2018-10-24,52.62
2018-10-25,52.65
2018-10-26,52.58
2018-10-27,52.61
2018-10-28,52.55
2018-10-29,52.61
2018-10-30,52.83
2018-10-31,52.97
2018-11-01,52.8
2018-11-02,52.69
2018-11-03,52.39
2018-11-04,51.63
2018-11-05,51.72
2018-11-06,50.82
2018-11-07,50.85
2018-11-08,51.1
2018-11-09,51.31
2018-11-10,51.14
2018-11-11,51.29
2018-11-12,51.22
2018-11-13,51.66
2018-11-14,52.11
2018-11-15,51.85
2018-11-16,51.94
2018-11-17,52.15
2018-11-18,51.94
2018-11-19,52.53
2018-11-20,52.0
2018-11-21,52.13
2018-11-22,52.19
2018-11-23,53.25
2018-11-24,52.98
2018-11-25,53.75
2018-11-26,52.18
2018-11-27,52.68
2018-11-28,52.69
2018-11-29,53.16
2018-11-30,52.91
2018-12-01,53.18
2018-12-02,53.17
2018-12-03,53.03
2018-12-04,53.17
2018-12-05,53.34
2018-12-06,53.71
2018-12-07,54.62
2018-12-08,54.32
2018-12-09,54.36
2018-12-10,54.53
2018-12-11,54.58
2018-12-12,54.53
2018-12-13,54.35
2018-12-14,54.57
2018-12-15,54.88
2018-12-16,54.33
2018-12-17,54.46
2018-12-18,53.84
2018-12-19,53.02
2018-12-20,53.31
2018-12-21,52.63
2018-12-22,52.53
2018-12-23,51.6
2018-12-24,50.61
2018-12-25,51.62
2018-12-26,50.94
2018-12-27,52.19
2018-12-28,52.43
2018-12-29,51.44
2018-12-30,51.23
2018-12-31,51.39
2019-01-01,51.16
2019-01-02,50.6
2019-01-03,50.61
2019-01-04,50.9
2019-01-05,50.45
2019-01-06,50.53
2019-01-07,51.3
2019-01-08,51.32
2019-01-09,51.07
2019-01-10,51.23
2019-01-11,51.91
2019-01-12,51.86
2019-01-13,52.5
2019-01-14,52.36
2019-01-15,51.89
2019-01-16,52.01
2019-01-17,51.93
2019-01-18,52.2
2019-01-19,52.2
2019-01-20,52.12
2019-01-21,52.1
2019-01-22,52.07
2019-01-23,52.01
2019-01-24,52.11
2019-01-25,52.09
2019-01-26,52.15
2019-01-27,52.35
2019-01-28,53.57
2019-01-29,53.19
2019-01-30,53.32
2019-01-31,53.06
2019-02-01,53.34
2019-02-02,53.11
2019-02-03,53.09
2019-02-04,53.08
2019-02-05,53.29
2019-02-06,53.47
2019-02-07,53.47
2019-02-08,52.79
2019-02-09,52.83
2019-02-10,53.1
2019-02-11,52.48
2019-02-12,52.7
2019-02-13,52.54
2019-02-14,52.44
2019-02-15,52.6
2019-02-16,52.53
2019-02-17,52.33
2019-02-18,52.06
2019-02-19,51.43
2019-02-20,51.84
2019-02-21,51.82
2019-02-22,51.66
2019-02-23,51.65
2019-02-24,50.98
2019-02-25,51.85
2019-02-26,51.94
2019-02-27,51.91
2019-02-28,52.06
2019-03-01,51.63
2019-03-02,51.88
2019-03-03,51.86
2019-03-04,52.03
2019-03-05,52.23
2019-03-06,51.48
2019-03-07,51.27
2019-03-08,51.56
2019-03-09,51.29
2019-03-10,51.37
2019-03-11,51.49
2019-03-12,51.54
2019-03-13,51.1
2019-03-14,51.03
2019-03-15,50.33
2019-03-16,50.19
2019-03-17,50.23
2019-03-18,50.25
2019-03-19,50.34
2019-03-20,50.33
2019-03-21,50.23
2019-03-22,50.52
2019-03-23,49.97
2019-03-24,49.96
2019-03-25,50.03
2019-03-26,50.14
2019-03-27,49.59
2019-03-28,49.7
2019-03-29,49.65
2019-03-30,49.63
2019-03-31,49.71
2019-04-01,49.5
2019-04-02,51.15
2019-04-03,50.09
2019-04-04,50.68
2019-04-05,49.89
2019-04-06,49.91
2019-04-07,49.89
2019-04-08,49.85
2019-04-09,50.5
2019-04-10,50.79
2019-04-11,51.72
2019-04-12,51.5
2019-04-13,51.58
2019-04-14,51.62
2019-04-15,51.68
2019-04-16,51.55
2019-04-17,51.9
2019-04-18,51.34
2019-04-19,51.65
2019-04-20,51.67
2019-04-21,51.63
2019-04-22,52.47
2019-04-23,52.56
2019-04-24,54.49
2019-04-25,54.18
2019-04-26,54.69
2019-04-27,54.44
2019-04-28,54.35
2019-04-29,54.69
2019-04-30,54.59
2019-05-01,54.41
2019-05-02,54.52
2019-05-03,55.23
2019-05-04,55.66
2019-05-05,55.84
2019-05-06,55.43
2019-05-07,55.99
2019-05-08,56.41
2019-05-09,57.65
2019-05-10,58.12
2019-05-11,58.68
2019-05-12,58.96
2019-05-13,58.71
2019-05-14,60.09
2019-05-15,57.0
2019-05-16,56.09
2019-05-17,56.55
2019-05-18,56.21
2019-05-19,57.02
2019-05-20,57.2
2019-05-21,56.6
2019-05-22,56.64
2019-05-23,56.82
2019-05-24,56.5
2019-05-25,56.58
2019-05-26,57.06
2019-05-27,56.95
2019-05-28,56.66
2019-05-29,56.08
2019-05-30,55.69
2019-05-31,56.02
2019-06-01,55.5
2019-06-02,55.82
2019-06-03,55.58
2019-06-04,55.54
2019-06-05,55.44
2019-06-06,55.45
2019-06-07,55.14
2019-06-08,55.21
2019-06-09,55.75
2019-06-10,55.62
2019-06-11,55.38
2019-06-12,55.06
2019-06-13,54.95
2019-06-14,56.36
2019-06-15,56.17
2019-06-16,57.17
2019-06-17,56.89
2019-06-18,56.9
2019-06-19,56.9
2019-06-20,56.8
2019-06-21,57.72
2019-06-22,58.46
2019-06-23,58.84
2019-06-24,58.75
2019-06-25,59.25
2019-06-26,61.04
2019-06-27,62.82
2019-06-28,62.49
2019-06-29,62.43
2019-06-30,61.7
2019-07-01,61.58
2019-07-02,60.41
2019-07-03,62.17
2019-07-04,62.88
2019-07-05,62.35
2019-07-06,61.92
2019-07-07,62.17
2019-07-08,61.9
2019-07-09,63.87
2019-07-10,64.1
2019-07-11,65.29
2019-07-12,65.2
2019-07-13,64.92
2019-07-14,65.13
2019-07-15,66.17
2019-07-16,66.46
2019-07-17,65.63
2019-07-18,65.13
2019-07-19,65.75
2019-07-20,65.16
2019-07-21,65.16
2019-07-22,65.25
2019-07-23,65.22
2019-07-24,64.92
2019-07-25,64.53
2019-07-26,64.3
2019-07-27,64.26
2019-07-28,64.18
2019-07-29,64.15
2019-07-30,64.18
2019-07-31,64.3
2019-08-01,64.74
2019-08-02,65.51
2019-08-03,66.14
2019-08-04,66.33
2019-08-05,66.74
2019-08-06,67.61
2019-08-07,67.88
2019-08-08,68.58
2019-08-09,68.86
2019-08-10,68.9
2019-08-11,68.42
2019-08-12,68.4
2019-08-13,68.52
2019-08-14,67.71
2019-08-15,68.1
2019-08-16,68.09
2019-08-17,68.53
2019-08-18,68.36
2019-08-19,67.78
2019-08-20,68.49
2019-08-21,68.32
2019-08-22,67.84
2019-08-23,67.92
2019-08-24,68.07
2019-08-25,67.89
2019-08-26,68.35
2019-08-27,68.74
2019-08-28,68.18
2019-08-29,69.01
2019-08-30,69.79
2019-08-31,68.94
2019-09-01,68.9
2019-09-02,69.24
2019-09-03,69.58
2019-09-04,70.12
2019-09-05,70.58
2019-09-06,70.81
2019-09-07,70.69
2019-09-08,69.89
2019-09-09,69.6
2019-09-10,69.43
2019-09-11,69.31
2019-09-12,69.71
2019-09-13,69.94
2019-09-14,69.99
2019-09-15,69.49
2019-09-16,69.17
2019-09-17,68.84
2019-09-18,67.3
2019-09-19,67.11
2019-09-20,67.17
2019-09-21,67.29
2019-09-22,67.67
2019-09-23,67.9
2019-09-24,68.18
2019-09-25,68.53
2019-09-26,68.31
2019-09-27,67.91
2019-09-28,67.66
2019-09-29,67.62
2019-09-30,68.03
2019-10-01,67.49
2019-10-02,67.55
2019-10-03,67.44
2019-10-04,67.19
2019-10-05,67.07
2019-10-06,67.01
2019-10-07,66.72
2019-10-08,66.35
2019-10-09,66.13
2019-10-10,66.6
2019-10-11,66.89
2019-10-12,66.74
2019-10-13,66.81
2019-10-14,66.32
2019-10-15,66.13
2019-10-16,66.14
2019-10-17,66.09
2019-10-18,65.88
2019-10-19,65.87
2019-10-20,65.89
2019-10-21,66.38
2019-10-22,66.09
2019-10-23,66.27
2019-10-24,65.65
2019-10-25,65.35
2019-10-26,68.0
2019-10-27,67.64
2019-10-28,67.31
2019-10-29,67.32
2019-10-30,67.14
2019-10-31,67.09
2019-11-01,67.15
2019-11-02,67.13
2019-11-03,67.21
2019-11-04,67.16
2019-11-05,66.96
2019-11-06,66.41
2019-11-07,66.32
2019-11-08,66.71
2019-11-09,66.3
2019-11-10,65.79
2019-11-11,65.99
2019-11-12,65.77
2019-11-13,65.84
2019-11-14,65.74
2019-11-15,65.7
2019-11-16,65.7
2019-11-17,65.69
2019-11-18,65.53
2019-11-19,66.09
2019-11-20,65.83
2019-11-21,66.04
2019-11-22,66.63
2019-11-23,66.13
2019-11-24,65.9
2019-11-25,66.31
2019-11-26,67.0
2019-11-27,66.31
2019-11-28,66.46
2019-11-29,66.64
2019-11-30,66.83
2019-12-01,66.67
2019-12-02,66.36
2019-12-03,66.42
2019-12-04,66.67
2019-12-05,66.89
2019-12-06,66.65
2019-12-07,66.67
2019-12-08,66.77
2019-12-09,66.71
2019-12-10,66.96
2019-12-11,66.69
2019-12-12,66.8
2019-12-13,66.71
2019-12-14,66.57
2019-12-15,66.56
2019-12-16,66.6
2019-12-17,67.05
2019-12-18,67.71
2019-12-19,68.61
2019-12-20,68.41
2019-12-21,68.24
2019-12-22,68.39
2019-12-23,68.74
2019-12-24,68.87
2019-12-25,68.62
2019-12-26,68.87
2019-12-27,68.66
2019-12-28,68.58
2019-12-29,68.31
2019-12-30,68.27
2019-12-31,68.2
2020-01-01,68.33
2020-01-02,68.16
2020-01-03,68.14
2020-01-04,68.17
2020-01-05,68.13
2020-01-06,67.45
2020-01-07,68.41
2020-01-08,69.1
2020-01-09,68.96
2020-01-10,68.49
2020-01-11,68.26
2020-01-12,68.1
2020-01-13,68.2
2020-01-14,67.93
2020-01-15,66.6
2020-01-16,67.01
2020-01-17,66.38
2020-01-18,66.01
2020-01-19,66.71
2020-01-20,66.48
2020-01-21,66.01
2020-01-22,65.94
2020-01-23,65.91
2020-01-24,66.16
2020-01-25,66.44
2020-01-26,66.46
2020-01-27,65.83
2020-01-28,66.21
2020-01-29,66.53
2020-01-30,66.77
2020-01-31,66.06
2020-02-01,66.34
2020-02-02,66.03
2020-02-03,65.59
2020-02-04,65.24
2020-02-05,64.48
2020-02-06,64.35
2020-02-07,64.37
2020-02-08,64.02
2020-02-09,63.8
2020-02-10,64.27
2020-02-11,63.43
2020-02-12,62.82
2020-02-13,61.99
2020-02-14,61.84
2020-02-15,61.13
2020-02-16,61.75
2020-02-17,62.69
2020-02-18,62.04
2020-02-19,62.47
2020-02-20,63.0
2020-02-21,62.88
2020-02-22,62.71
2020-02-23,62.85
2020-02-24,62.78
2020-02-25,63.25
2020-02-26,63.64
2020-02-27,64.49
2020-02-28,63.57
2020-02-29,63.71
2020-03-01,63.74
2020-03-02,63.89
2020-03-03,63.64
2020-03-04,63.78
2020-03-05,63.52
2020-03-06,63.87
2020-03-07,63.34
2020-03-08,63.54
2020-03-09,64.26
2020-03-10,64.08
2020-03-11,64.39
2020-03-12,64.69
2020-03-13,70.49
2020-03-14,64.19
2020-03-15,64.11
2020-03-16,65.7
2020-03-17,64.27
2020-03-18,64.93
2020-03-19,64.48
2020-03-20,64.49
2020-03-21,65.26
2020-03-22,64.88
2020-03-23,65.73
2020-03-24,65.97
2020-03-25,66.41
2020-03-26,66.48
2020-03-27,65.96
2020-03-28,65.8
2020-03-29,64.53
2020-03-30,65.25
2020-03-31,65.69
2020-04-01,65.47
2020-04-02,64.93
2020-04-03,65.27
2020-04-04,64.93
2020-04-05,64.95
2020-04-06,65.18
2020-04-07,64.33
2020-04-08,64.53
2020-04-09,63.72
2020-04-10,64.4
2020-04-11,64.12
2020-04-12,63.98
2020-04-13,63.73
2020-04-14,63.96
2020-04-15,63.92
2020-04-16,63.78
2020-04-17,63.71
2020-04-18,63.52
2020-04-19,63.2
2020-04-20,63.49
2020-04-21,63.58
2020-04-22,63.39
2020-04-23,62.93
2020-04-24,63.25
2020-04-25,63.0
